fen	san	score	site	c2_pass	best_es	second_best_es	maia_p_600	maia_p_1000	maia_p_1400	maia_p_1800	maia_p_2200	maia_p_2600	gem_600	gem_1000	gem_1400	gem_1800	gem_2200	gem_2600	analysis_url
1r3rk1/p1Q3pp/4P3/3Nn2n/4P3/2K5/PP3qPP/1R3B1R b - - 0 22	Nf4	3.1	https://lichess.org/ZMwTGGsr	false	0.5229967635676993	0.5	0.11042873392748195	0.049288511113219025	0.01800559532251102	0.013292964610404093	0.030393275279057545	0.09766541089037002	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1r3rk1%2Fp1Q3pp%2F4P3%2F3Nn2n%2F4P3%2F2K5%2FPP3qPP%2F1R3B1R%20b%20-%20-%200%2022
r1b1nrk1/2qn1pbp/1ppp2p1/p7/2PN1P2/1PN1P2P/PBQRB1P1/5RK1 w - - 1 16	Nxc6	3.1	https://lichess.org/jcnhmA6E	true	0.7469727509866535	0.6209067564512851	0.0044581635343414715	0.0008139268509788706	0.0008789731825105031	0.003494328256323873	0.01931693892124922	0.04063722778718186	true	true	true	true	true	true	https://flawchess.com/analysis?fen=r1b1nrk1%2F2qn1pbp%2F1ppp2p1%2Fp7%2F2PN1P2%2F1PN1P2P%2FPBQRB1P1%2F5RK1%20w%20-%20-%201%2016
2b2rk1/6pp/1p2pq1n/2p1p3/4Q2b/3P1P2/PPP3P1/RN3RK1 b - - 0 16	Bb7	3.1	https://lichess.org/d34WQ0mL	false	0.8694689166918971	0.8656616464722748	0.052239164926738614	0.012239635470823166	0.0042744650968706424	0.002171379533783486	0.0015181810689328893	0.0018140217848882274	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2b2rk1%2F6pp%2F1p2pq1n%2F2p1p3%2F4Q2b%2F3P1P2%2FPPP3P1%2FRN3RK1%20b%20-%20-%200%2016
r2q3r/p2kb2p/2p1b3/1p6/8/4Q3/PPP2PPP/RN2K2R b KQ - 2 17	Kc7	3.1	https://lichess.org/82gzYfAj	false	0.7711976913496135	0.7434773086886245	0.0322306284394766	0.12266977666595696	0.20518566112192446	0.1442900841471933	0.03514327836993554	0.009566971744601424	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2q3r%2Fp2kb2p%2F2p1b3%2F1p6%2F8%2F4Q3%2FPPP2PPP%2FRN2K2R%20b%20KQ%20-%202%2017
r1b2knr/ppp2p2/4p3/4q2N/6Q1/2P1B3/P4PPP/R3R1K1 w - - 0 18	Bc5+	3.1	https://lichess.org/iQWsMFu4	false	0.8417975920880569	0.815157651431742	0.11649167671462568	0.08724994065737432	0.06498766842656488	0.05373806873505936	0.025400323293802915	0.011243909557650552	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1b2knr%2Fppp2p2%2F4p3%2F4q2N%2F6Q1%2F2P1B3%2FP4PPP%2FR3R1K1%20w%20-%20-%200%2018
3r1rk1/p4pbp/1q2p1p1/2Nn4/1P1P1P2/2P2QP1/P6P/R1B2RK1 b - - 0 18	Nxc3	3.1	https://lichess.org/lQFBO2bM	true	0.6007787318117942	0.33271896373429855	0.21921933783033842	0.1667450548659135	0.24996625050709145	0.4548474202080891	0.6526174236633335	0.7488294054492998	false	false	false	false	false	false	https://flawchess.com/analysis?fen=3r1rk1%2Fp4pbp%2F1q2p1p1%2F2Nn4%2F1P1P1P2%2F2P2QP1%2FP6P%2FR1B2RK1%20b%20-%20-%200%2018
r3r2k/p6p/1p2p1q1/2ppPpN1/5P1Q/2P1PR2/PP4PP/6K1 w - - 5 26	Nxh7	3.1	https://lichess.org/Rd8RS2Jq	false	0.6448544575649283	0.6156928792462818	0.020832700221076996	0.00790184773080862	0.0036841980694057234	0.0037710171591383984	0.010463000395790291	0.027794560204434646	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3r2k%2Fp6p%2F1p2p1q1%2F2ppPpN1%2F5P1Q%2F2P1PR2%2FPP4PP%2F6K1%20w%20-%20-%205%2026
rnb1k2r/pp3ppp/2pppn2/q5B1/2PPP3/2P2N2/P1Q2PPP/R3KB1R b KQkq - 2 8	Nxe4	3.1	https://lichess.org/8XAaohV5	false	0.5257517538936253	0.4395429240174578	0.34937958868913865	0.37598873860084037	0.41230756746179736	0.5796920223071212	0.7217557121831959	0.7429990041671113	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnb1k2r%2Fpp3ppp%2F2pppn2%2Fq5B1%2F2PPP3%2F2P2N2%2FP1Q2PPP%2FR3KB1R%20b%20KQkq%20-%202%208
r4rn1/p2nqpkp/1p4p1/2ppPpN1/3P4/2PN4/PP1Q1PPP/R3R1K1 w - - 0 19	Nf4	3.1	https://lichess.org/PqJ0UJGJ	false	0.7531847075065126	0.7291826261225229	0.129982347517282	0.13430273862491307	0.11686416626512786	0.07883285170310986	0.09090569132953866	0.159568670117447	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r4rn1%2Fp2nqpkp%2F1p4p1%2F2ppPpN1%2F3P4%2F2PN4%2FPP1Q1PPP%2FR3R1K1%20w%20-%20-%200%2019
rn2kbnr/p4pp1/1pp2q1p/4p3/2B1P1b1/1QP2N2/PP3PPP/RNB2RK1 w kq - 0 9	Bxf7+	3.1	https://lichess.org/o7LaG1CH	true	0.7504365514263222	0.6104522820914586	0.1355837002659121	0.03966187336222393	0.02184087179105349	0.031368425331141536	0.07960683024056803	0.09825088137558875	false	true	true	true	true	true	https://flawchess.com/analysis?fen=rn2kbnr%2Fp4pp1%2F1pp2q1p%2F4p3%2F2B1P1b1%2F1QP2N2%2FPP3PPP%2FRNB2RK1%20w%20kq%20-%200%209
r1bq3r/p2p2k1/2p2p1p/4B1p1/4Q3/8/PPP2PPP/R3KB1R w KQ - 0 15	Bc7	3.1	https://lichess.org/GtrqyLh0	false	0.8388331749797951	0.7545511326039137	0.0013242862246382059	0.0018234502103300092	0.002776565809354388	0.005787990521503066	0.021948480446545092	0.0348508710625036	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bq3r%2Fp2p2k1%2F2p2p1p%2F4B1p1%2F4Q3%2F8%2FPPP2PPP%2FR3KB1R%20w%20KQ%20-%200%2015
r1bq2rk/pp5p/2p1p3/4bp1Q/2P5/2NBB3/PP3P1P/R4R1K w - - 0 17	Rg1	3.1	https://lichess.org/8jcIHvhF	false	0.7961445499054107	0.7795341070238575	0.45311721769794033	0.5045086067934258	0.44078747895757314	0.24204577058339535	0.09263595386219843	0.07787261727021401	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bq2rk%2Fpp5p%2F2p1p3%2F4bp1Q%2F2P5%2F2NBB3%2FPP3P1P%2FR4R1K%20w%20-%20-%200%2017
r2qr1k1/5ppp/p7/2bbPQ2/5P2/7R/PPP3PP/R1B4K b - - 6 26	Be4	3.1	https://lichess.org/G9j5qK6S	false	0.7961445499054107	0.7876504194826723	0.015685394071473565	0.02560427367746811	0.030960487265904224	0.04834389318037862	0.09924254156024509	0.13532864668535266	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2qr1k1%2F5ppp%2Fp7%2F2bbPQ2%2F5P2%2F7R%2FPPP3PP%2FR1B4K%20b%20-%20-%206%2026
rn2k2r/pb1p1pp1/1p2p2p/q1b5/2P4B/2P1PN2/P1Q1BPPP/R3K2R b KQkq - 3 11	Be4	3.1	https://lichess.org/YrdaPcuv	false	0.5540980866051488	0.5468090461073719	0.011792960174583096	0.01015866884791831	0.009245829462505068	0.008339173785782921	0.008779811832787768	0.007854380616351346	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn2k2r%2Fpb1p1pp1%2F1p2p2p%2Fq1b5%2F2P4B%2F2P1PN2%2FP1Q1BPPP%2FR3K2R%20b%20KQkq%20-%203%2011
r3r2k/5ppp/p1q4n/1p1p4/3B4/1B1Q1N1P/PP3PP1/5RK1 w - - 1 23	Bxd5	3.1	https://lichess.org/vwTIwOku	false	0.8635062229486782	0.8238701637214192	0.006199076529075319	0.005594749812012611	0.020109438015009442	0.11716085719948813	0.34448949186617434	0.4272755935230152	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3r2k%2F5ppp%2Fp1q4n%2F1p1p4%2F3B4%2F1B1Q1N1P%2FPP3PP1%2F5RK1%20w%20-%20-%201%2023
r3k2r/1pp2ppp/1b3n2/pP2N3/P2q4/2nP1BP1/2Q1PP1P/R1B1K2R w KQkq - 3 15	e3	3.1	https://lichess.org/nt4emtE2	false	0.6191718321143753	0.5794073444653803	0.11230215364108201	0.11609498545058668	0.1304944990568811	0.18353001695415616	0.30018447259969555	0.4513505140300836	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3k2r%2F1pp2ppp%2F1b3n2%2FpP2N3%2FP2q4%2F2nP1BP1%2F2Q1PP1P%2FR1B1K2R%20w%20KQkq%20-%203%2015
N2q1bnr/pp1k1pp1/2n1p2p/3p1b2/3P1B2/8/PPP1PPPP/R2QKBNR w KQ - 0 7	e3	3.1	https://lichess.org/LC8yG97X	false	0.7820549023054933	0.778900650960456	0.07892880503662958	0.05049292106457905	0.040205076785291054	0.036321738738210686	0.0314820372579877	0.037623099584133526	false	false	false	false	false	false	https://flawchess.com/analysis?fen=N2q1bnr%2Fpp1k1pp1%2F2n1p2p%2F3p1b2%2F3P1B2%2F8%2FPPP1PPPP%2FR2QKBNR%20w%20KQ%20-%200%207
r3k2r/pppqnppp/2nb4/3P4/2Q5/5N1P/PP3PP1/RNB2RK1 b kq - 0 11	Nxd5	3.1	https://lichess.org/Q6Ghs03p	false	0.5713110574149893	0.5165632973121441	0.1458510111976585	0.04229217069393314	0.23427156680888936	0.42923571077455347	0.6149475166693251	0.6745312445977638	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3k2r%2Fpppqnppp%2F2nb4%2F3P4%2F2Q5%2F5N1P%2FPP3PP1%2FRNB2RK1%20b%20kq%20-%200%2011
rk5r/5Q2/p1qp2n1/1ppNb2p/1P2P3/P1PP3p/5P2/R4RK1 b - - 0 34	Ra7	3.1	https://lichess.org/KUkAUc0p	false	0.8043832929840153	0.7931402764774053	0.07209187140929306	0.07119087200604536	0.09819123258225994	0.1859979956021719	0.46667105673868337	0.7296091405635611	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rk5r%2F5Q2%2Fp1qp2n1%2F1ppNb2p%2F1P2P3%2FP1PP3p%2F5P2%2FR4RK1%20b%20-%20-%200%2034
r1bb2k1/p1pn2p1/1p1qprNp/3pN2B/3P1PQ1/2P5/PP3P2/R5RK w - - 13 31	Nc6	3.1	https://lichess.org/0CJ50j8B	false	0.8307087376703215	0.814602207687726	0.0016412988300274515	0.0013175201543452332	0.0009457793639598303	0.000675537682223131	0.000912070717764556	0.0021036109673819017	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bb2k1%2Fp1pn2p1%2F1p1qprNp%2F3pN2B%2F3P1PQ1%2F2P5%2FPP3P2%2FR5RK%20w%20-%20-%2013%2031
r4rk1/4bppp/bq1p4/p1p1p3/Pp2PPn1/1BPP1N2/1P2Q1PP/R1B1R2K b - - 6 19	Bxd3	3.1	https://lichess.org/ENwN8hE4	true	0.8286273682601408	0.6540749558280547	0.013522713283179813	0.022307696938746284	0.06086285330592308	0.156680523404753	0.29095182488389276	0.35897383008104666	true	true	true	false	false	false	https://flawchess.com/analysis?fen=r4rk1%2F4bppp%2Fbq1p4%2Fp1p1p3%2FPp2PPn1%2F1BPP1N2%2F1P2Q1PP%2FR1B1R2K%20b%20-%20-%206%2019
rnb1k2r/1pqp1ppp/p3pn2/8/P2NP3/2PQ4/2P1BPPP/R1B1K2R b KQkq - 0 9	Nxe4	3.1	https://lichess.org/ITchRODI	false	0.4705773918729125	0.4586711116420767	0.041786982989574825	0.04014008560713842	0.06583653092641403	0.15821804232638817	0.2689529961059961	0.3488009565794421	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnb1k2r%2F1pqp1ppp%2Fp3pn2%2F8%2FP2NP3%2F2PQ4%2F2P1BPPP%2FR1B1K2R%20b%20KQkq%20-%200%209
r3r1k1/pbqn1pb1/5n2/1pp1p1BP/2N5/2PBPP2/PPQ3P1/2KR3R w - - 0 19	Nd6	3.1	https://lichess.org/6uH0MzFV	false	0.6507349938882695	0.6372292155838937	0.0050842976310774175	0.00814739102947963	0.05570063329396641	0.29896672124775436	0.6563013547180825	0.7539164511911391	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3r1k1%2Fpbqn1pb1%2F5n2%2F1pp1p1BP%2F2N5%2F2PBPP2%2FPPQ3P1%2F2KR3R%20w%20-%20-%200%2019
4r1k1/p3r3/2p4Q/q1P5/2b1P3/2N4P/P4PP1/1R1R2K1 w - - 3 30	Rd6	3.1	https://lichess.org/d6Ci2fiI	false	0.8856680824333054	0.8852947047359662	0.12419805455548459	0.08574535203859951	0.10125261449791656	0.12673514603877734	0.14313695646352104	0.1264323177092136	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4r1k1%2Fp3r3%2F2p4Q%2Fq1P5%2F2b1P3%2F2N4P%2FP4PP1%2F1R1R2K1%20w%20-%20-%203%2030
rnbq1rk1/pppp1ppp/5n2/2b5/2N1P3/5Q2/PPPP1PPP/RNB1KB1R b KQ - 4 5	Nxe4	3.1	https://lichess.org/C3473V9O	false	0.6380799643424951	0.6200396776969423	0.035808083762636916	0.08908295078309324	0.2301537139422513	0.4537901086251088	0.562125114986898	0.5265654023872186	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbq1rk1%2Fpppp1ppp%2F5n2%2F2b5%2F2N1P3%2F5Q2%2FPPPP1PPP%2FRNB1KB1R%20b%20KQ%20-%204%205
r3r1k1/pp3p2/2nb1p2/2pNq2p/2P5/P2P1BPP/1P2PP2/R2QR1K1 w - - 0 19	Bxh5	3.1	https://lichess.org/VJX79ZgK	false	0.7870339126807213	0.7845548408574753	0.14112108559263853	0.16584006955481648	0.20288999128108612	0.20258267621255052	0.13670755311999094	0.05102886674843019	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3r1k1%2Fpp3p2%2F2nb1p2%2F2pNq2p%2F2P5%2FP2P1BPP%2F1P2PP2%2FR2QR1K1%20w%20-%20-%200%2019
2kr1bQ1/pp1bq2p/6p1/2p5/2B1P3/B1P2N2/P4PPP/3R1RK1 w - - 2 19	Bxc5	3.1	https://lichess.org/rtTKkzDN	false	0.9393157515341269	0.9259381496681414	0.08046688378009668	0.03760216432608676	0.01807120608530509	0.010712874041828677	0.00990038867761901	0.017048572326500196	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2kr1bQ1%2Fpp1bq2p%2F6p1%2F2p5%2F2B1P3%2FB1P2N2%2FP4PPP%2F3R1RK1%20w%20-%20-%202%2019
r3r1k1/1p3p1p/2q3pB/2pb4/p2p3Q/P2B4/1P4PP/2R3RK w - - 5 25	Bb5	3.1	https://lichess.org/kFCmTV23	true	0.7870339126807213	0.6448544575649283	0.013392550356742399	0.03551077473357693	0.07905049147977973	0.13388384410402615	0.16991015289669253	0.1619170932713399	true	true	true	false	false	false	https://flawchess.com/analysis?fen=r3r1k1%2F1p3p1p%2F2q3pB%2F2pb4%2Fp2p3Q%2FP2B4%2F1P4PP%2F2R3RK%20w%20-%20-%205%2025
2r2r2/5p1k/1n1p1p1p/1p2pP1Q/4P3/1P5R/PB1q2PP/R6K w - - 2 28	Rd1	3.1	https://lichess.org/DX6tyxnW	false	0.6431661450174323	0.57221261531204	0.07122035769726365	0.12513972527251077	0.23909008613202784	0.37177785007594694	0.4670709990581801	0.580234515710181	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2r2r2%2F5p1k%2F1n1p1p1p%2F1p2pP1Q%2F4P3%2F1P5R%2FPB1q2PP%2FR6K%20w%20-%20-%202%2028
rnbq1rk1/pp2bppp/4p3/8/3p4/3B1N2/PPP1QPPP/R1BR2K1 w - - 0 11	Nxd4	3.1	https://lichess.org/sLcTGw6X	false	0.5901355884591462	0.5613639348680176	0.2038591494300981	0.2361645390538941	0.37960035891321836	0.5573997396168058	0.6185833610531076	0.6710490345781291	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbq1rk1%2Fpp2bppp%2F4p3%2F8%2F3p4%2F3B1N2%2FPPP1QPPP%2FR1BR2K1%20w%20-%20-%200%2011
r1r5/2qkn1bp/p2p1pp1/P3p3/1PBnP3/2NQ3P/2PB1PP1/R4RK1 w - - 1 21	Na4	3.1	https://lichess.org/TxIf0GXv	false	0.8413066159194524	0.8291496060284106	0.015932953164607116	0.013931055102774814	0.013588978871125656	0.017597157403500256	0.04012880745372738	0.10625872612732432	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1r5%2F2qkn1bp%2Fp2p1pp1%2FP3p3%2F1PBnP3%2F2NQ3P%2F2PB1PP1%2FR4RK1%20w%20-%20-%201%2021
rnb1k2r/pp1p1ppp/4pn2/q1p3B1/1bPP4/2N1P3/PPQ2PPP/R3KBNR b KQkq - 2 6	Ne4	3.1	https://lichess.org/wwiz9ijA	false	0.5936932221056321	0.5640820298184349	0.3226767217110388	0.5021285618653266	0.5891039384648575	0.6823258092121507	0.7064627767812149	0.6184871983720991	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnb1k2r%2Fpp1p1ppp%2F4pn2%2Fq1p3B1%2F1bPP4%2F2N1P3%2FPPQ2PPP%2FR3KBNR%20b%20KQkq%20-%202%206
5rk1/5pb1/p3p1p1/1p4Q1/8/1P1R3p/P1B2P1q/5K2 b - - 1 31	Bf6	3.1	https://lichess.org/k7Ja398z	false	0.8752087753348773	0.8466396940887938	0.0028360825994810652	0.001692667555030223	0.0017074062097521786	0.004379091095982418	0.010054900913503027	0.02634371153058959	false	false	false	false	false	false	https://flawchess.com/analysis?fen=5rk1%2F5pb1%2Fp3p1p1%2F1p4Q1%2F8%2F1P1R3p%2FP1B2P1q%2F5K2%20b%20-%20-%201%2031
r3k1nr/ppp1q2p/3pp1p1/1N2n3/4PQ2/2N1P3/PPP3PP/R4RK1 w kq - 0 14	Nxc7+	3.1	https://lichess.org/D3EtHGli	true	0.8559592741390071	0.6778219194709055	0.29049544128879123	0.2773827501267204	0.2771999554616181	0.36407584423047035	0.5820347330124214	0.6708369923879043	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3k1nr%2Fppp1q2p%2F3pp1p1%2F1N2n3%2F4PQ2%2F2N1P3%2FPPP3PP%2FR4RK1%20w%20kq%20-%200%2014
rnr5/3q1p1k/3N1Ppp/1N1Pp3/P3B2P/1p4P1/3Q3K/5R2 w - - 0 29	Nxf7	3.1	https://lichess.org/C2PWHjV1	false	0.8856680824333054	0.8573158502866657	0.032924785629890096	0.012587780616228415	0.009026782588461065	0.00800169545783432	0.009065367113804143	0.015359019340284365	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnr5%2F3q1p1k%2F3N1Ppp%2F1N1Pp3%2FP3B2P%2F1p4P1%2F3Q3K%2F5R2%20w%20-%20-%200%2029
6k1/2q1bpp1/2N1p2p/1P1pP3/2p5/2P5/5PPP/1R3K2 w - - 2 37	b6	3.1	https://lichess.org/c929N1ER	true	0.5321736834106171	0.17612983627858084	0.3075559339819929	0.21683873458258066	0.1594605906258987	0.13583091598782845	0.17677589426584772	0.2863666169725503	false	false	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2F2q1bpp1%2F2N1p2p%2F1P1pP3%2F2p5%2F2P5%2F5PPP%2F1R3K2%20w%20-%20-%202%2037
1n3r1k/R6p/1q5n/1N1Pp3/1P2Pp2/5B2/6PP/3Q3K w - - 1 32	Qa1	3.1	https://lichess.org/TmQMRhHA	false	0.7448792723830472	0.7098684931758285	0.05492876350316858	0.05897403438708483	0.0553515107544568	0.06625369487106456	0.1777521490016231	0.38065891222562154	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1n3r1k%2FR6p%2F1q5n%2F1N1Pp3%2F1P2Pp2%2F5B2%2F6PP%2F3Q3K%20w%20-%20-%201%2032
r1nq1rk1/1p1bbppp/1Pp5/p2nN3/P7/2PPB2P/3Q1PP1/R3KBNR b KQ - 0 16	Nxc3	3.1	https://lichess.org/A3tCQzgt	false	0.6897629617356684	0.6565700162843596	0.008166297893251682	0.046339974285929016	0.1370535979552433	0.20652106361640155	0.2934233624168999	0.1854229949730062	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1nq1rk1%2F1p1bbppp%2F1Pp5%2Fp2nN3%2FP7%2F2PPB2P%2F3Q1PP1%2FR3KBNR%20b%20KQ%20-%200%2016
2kr1bnr/pppqnpp1/7p/4p3/4P3/2N2N2/PPPB1PPP/R2Q1RK1 w - - 0 11	Nxe5	3.1	https://lichess.org/DTvydaAn	false	0.6016615267275047	0.5404145195219514	0.5453781864302553	0.592150394697622	0.4334447502766514	0.2343825073858375	0.26869560000529114	0.4329398990996525	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2kr1bnr%2Fpppqnpp1%2F7p%2F4p3%2F4P3%2F2N2N2%2FPPPB1PPP%2FR2Q1RK1%20w%20-%20-%200%2011
6k1/pp4p1/8/3N4/8/3P4/PPP2rqP/RNBKR3 w - - 2 22	Bd2	3.1	https://lichess.org/uXFeLqoZ	false	0.821182717036527	0.8157118075579274	0.023002642399935408	0.029144454308437904	0.047252190216581336	0.052964572435889194	0.0643618110549751	0.1025634795980426	false	false	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2Fpp4p1%2F8%2F3N4%2F8%2F3P4%2FPPP2rqP%2FRNBKR3%20w%20-%20-%202%2022
r1b2rk1/pp1pqppp/2p5/8/2N5/3B4/PPP3PP/R1BQ3K w - - 4 15	Nd6	3.1	https://lichess.org/DLwbpbzE	false	0.7029962348564509	0.6721676854974802	0.010918986233186776	0.006877107682335784	0.06391787434898158	0.08626654048835483	0.2994058291545673	0.44428345175629	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1b2rk1%2Fpp1pqppp%2F2p5%2F8%2F2N5%2F3B4%2FPPP3PP%2FR1BQ3K%20w%20-%20-%204%2015
r3k2r/1pp2p2/p2p1q1p/2b1n1p1/4P3/1BPP3P/PP2QPP1/R1B1R1K1 b kq - 2 14	Nxd3	3.1	https://lichess.org/KgtgeXaq	true	0.5046024700028845	0.37132483661091226	0.07131505371269183	0.07285276299517238	0.08635070892699982	0.10848232285867601	0.18182327994417238	0.3387695855906806	true	true	true	false	false	false	https://flawchess.com/analysis?fen=r3k2r%2F1pp2p2%2Fp2p1q1p%2F2b1n1p1%2F4P3%2F1BPP3P%2FPP2QPP1%2FR1B1R1K1%20b%20kq%20-%202%2014
4rrk1/1b6/p2p1q2/1p1PnPp1/2p5/P1P1B2R/B1P3PP/R4QK1 w - - 5 28	Bxg5	3.1	https://lichess.org/qEcdvVAP	false	0.5330902822991305	0.5285051773118131	0.0916628673436524	0.07006078520851942	0.10560669132014079	0.13625157578849498	0.10375244123426786	0.05113153305793782	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4rrk1%2F1b6%2Fp2p1q2%2F1p1PnPp1%2F2p5%2FP1P1B2R%2FB1P3PP%2FR4QK1%20w%20-%20-%205%2028
1r1qkbnr/pppb1p1p/2np2p1/3Np3/2B1P3/1Q3N2/PPPP1PPP/R1B1K2R w KQk - 6 9	Nxc7+	3.1	https://lichess.org/CZFoQQ1n	true	0.6983628994701436	0.5531881623684916	0.08393846604196964	0.17486666773221315	0.2253188441382293	0.36816888733473696	0.508299396713182	0.3018091899452069	true	false	false	false	false	false	https://flawchess.com/analysis?fen=1r1qkbnr%2Fpppb1p1p%2F2np2p1%2F3Np3%2F2B1P3%2F1Q3N2%2FPPPP1PPP%2FR1B1K2R%20w%20KQk%20-%206%209
r3k2r/ppq2ppp/2pbp3/6n1/3P2Q1/2P4P/PP2BPP1/2KR3R b kq - 1 15	h5	3.1	https://lichess.org/VAnU14CW	false	0.8682101242356407	0.8639396241959597	0.011345350103973358	0.004428072784889312	0.007889615286884437	0.05164931740768306	0.15541012133623394	0.22245220883993208	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3k2r%2Fppq2ppp%2F2pbp3%2F6n1%2F3P2Q1%2F2P4P%2FPP2BPP1%2F2KR3R%20b%20kq%20-%201%2015
rn1qkbnr/ppp2ppb/3p3p/4p3/2B1P1PN/3P3P/PPP2P2/RNBQK2R w KQkq - 3 8	Qf3	3.1	https://lichess.org/AQQAdpvQ	false	0.5749143902876699	0.5649872147270768	0.30653988495829165	0.30056293993308675	0.2289967650705104	0.13398222532216555	0.050563835274472904	0.03196041231679442	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn1qkbnr%2Fppp2ppb%2F3p3p%2F4p3%2F2B1P1PN%2F3P3P%2FPPP2P2%2FRNBQK2R%20w%20KQkq%20-%203%208
1r3rk1/p2Q1ppp/2nb4/8/2q5/2P3P1/PP1P1P1P/R1B2RK1 b - - 2 16	Ne5	3.1	https://lichess.org/YCjirzil	false	0.7795341070238575	0.6999119059295844	0.13297014032096932	0.095732698414528	0.0484332117877842	0.03584157270051774	0.05747542507985105	0.14681485365349237	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1r3rk1%2Fp2Q1ppp%2F2nb4%2F8%2F2q5%2F2P3P1%2FPP1P1P1P%2FR1B2RK1%20b%20-%20-%202%2016
r2q1rk1/pB3ppp/5n2/4pb2/3b4/2NP2P1/PPQB1P1P/R4RK1 b - - 0 14	Bxd3	3.1	https://lichess.org/n5fY446s	false	0.7731409791199124	0.6897629617356684	0.011146013135443802	0.0030568554849451503	0.005185968737623806	0.0206146625835263	0.1062889985809339	0.11933961511265666	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2q1rk1%2FpB3ppp%2F5n2%2F4pb2%2F3b4%2F2NP2P1%2FPPQB1P1P%2FR4RK1%20b%20-%20-%200%2014
5rk1/p4p1p/1pn3pP/4PpP1/2BP4/1PB2q2/P3R3/4R1K1 w - - 3 30	e6	3.1	https://lichess.org/hgws3tlz	true	0.5	0.30396910093037527	0.22486985015096664	0.33613830748179313	0.28508720189785836	0.19945852781465848	0.11981635019225045	0.11369386032454486	false	false	false	false	false	false	https://flawchess.com/analysis?fen=5rk1%2Fp4p1p%2F1pn3pP%2F4PpP1%2F2BP4%2F1PB2q2%2FP3R3%2F4R1K1%20w%20-%20-%203%2030
r1b2r1k/1p3pp1/p1n1pq2/2b5/5B1P/P2B1N2/1PP2pP1/R2Q1K1R w - - 2 15	Ng5	3.1	https://lichess.org/a0iebrNJ	false	0.5954683835833042	0.5082839219143761	0.10417837595302057	0.10039659463701746	0.08241493460836181	0.12171451385037227	0.2505320424657763	0.3514065828093539	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1b2r1k%2F1p3pp1%2Fp1n1pq2%2F2b5%2F5B1P%2FP2B1N2%2F1PP2pP1%2FR2Q1K1R%20w%20-%20-%202%2015
6k1/1q2ppbp/6p1/1p6/1P1P4/4QPP1/r1p1PK1P/4NR2 b - - 0 25	Bxd4	3.1	https://lichess.org/YZayafo1	false	0.8943160689326426	0.8756103708512714	0.042644270283735825	0.06715554499034512	0.07212026848845651	0.113028458200898	0.24069853964212065	0.3076092915427105	false	false	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2F1q2ppbp%2F6p1%2F1p6%2F1P1P4%2F4QPP1%2Fr1p1PK1P%2F4NR2%20b%20-%20-%200%2025
