PuzzleId,FEN,PreFlawFEN,FirstMove,PV,Themes,Rating
1NFG6,6k1/5p2/6p1/7p/1P1Nqb2/1QP4P/3p1PP1/R5K1 b - - 0 39,6k1/5p2/6p1/7p/1P1Nqb2/1QP4P/3p1PP1/r4RK1 w - - 2 39,f1a1,e4e1 a1e1 d2e1q,advancedPawn endgame mate mateIn2 promotion short,1150
q6eiH,1k6/6P1/1K2B3/1P6/8/8/8/7q w - - 0 46,1k6/6P1/1K2B3/1P6/8/8/7p/8 b - - 0 45,h2h1q,g7g8q,advancedPawn endgame mate mateIn1 oneMove promotion,633
ZmA0I,8/7p/2p5/5P2/pk6/6K1/7P/8 w - - 0 36,8/7p/2p5/p4P2/1k6/6K1/7P/8 b - - 0 35,a5a4,f5f6 c6c5 f6f7 a4a3 f7f8q,advancedPawn crushing endgame long pawnEndgame promotion,1138
6VntF,8/8/8/7P/2p5/3kqQK1/8/8 w - - 3 60,8/8/8/7P/2p5/2k1qQK1/8/8 b - - 2 59,c3d3,f3e3 d3e3 h5h6 c4c3 h6h7 c3c2 h7h8q,advancedPawn crushing endgame promotion queenEndgame veryLong,870
3k21r,8/8/p5K1/1pk5/5P2/8/8/8 w - - 1 52,8/8/p5K1/1p6/1k3P2/8/8/8 b - - 0 51,b4c5,f4f5 b5b4 f5f6 c5c4 f6f7 b4b3 f7f8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,881
qYmgu,2r5/P7/8/1R5p/1p4p1/1k4K1/8/8 w - - 0 50,2r5/P7/8/1R5p/1p4p1/1P4K1/1k6/8 b - - 3 49,b2b3,b5b8 c8b8 a7b8q,advancedPawn crushing endgame master promotion rookEndgame short,1141
goQFW,8/3N4/3k4/8/1K6/p5P1/7P/8 b - - 1 59,8/3N4/3k4/8/2K5/p5P1/7P/8 w - - 0 59,c4b4,a3a2 d7c5 a2a1q,advancedPawn crushing endgame knightEndgame promotion short,969
ppiXe,8/8/4k3/5RK1/8/6p1/8/8 b - - 0 86,8/8/4k3/R4pK1/8/6p1/8/8 w - - 0 86,a5f5,g3g2 g5f4 g2g1q,advancedPawn advantage endgame promotion rookEndgame short,570
Phyj0,3r3k/pp1P1Qb1/3q3p/2p3p1/2P5/P5P1/6PP/5R1K w - - 1 32,3r2k1/pp1P1Qb1/3q3p/2p3p1/2P5/P5P1/6PP/5R1K b - - 0 31,g8h8,f7e8 d8e8 d7e8q,advancedPawn crushing endgame promotion short,1190
qd0iv,r7/4PK1P/8/8/8/pk6/8/8 w - - 2 50,4r3/4PK1P/8/8/8/pk6/8/8 b - - 1 49,e8a8,e7e8q a8e8 f7e8 b3c2 h7h8q,advancedPawn crushing endgame long promotion,869
OvOLU,8/8/1Pp5/6pp/8/1k3P2/r5PP/5K2 w - - 0 47,8/8/1Pp5/6pp/2k5/1R3P2/r5PP/5K2 b - - 0 46,c4b3,b6b7 a2a5 b7b8q,advancedPawn advantage endgame promotion rookEndgame short,598
PlUi8,3r3k/p2P2pp/4Q3/8/2p5/3qP2P/6PK/8 w - - 1 39,5r1k/p2P2pp/4Q3/8/2p5/3qP2P/6PK/8 b - - 0 38,f8d8,e6e8 d8e8 d7e8q,advancedPawn backRankMate endgame mate mateIn2 promotion short,939
ejICA,3r3k/r2P1pp1/5b1p/4R3/P4P2/4P2P/2B4K/8 w - - 5 39,3r3k/r2Pbpp1/7p/4R3/P4P2/4P2P/2B4K/8 b - - 4 38,e7f6,e5e8 d8e8 d7e8q,advancedPawn endgame mate mateIn2 promotion short,699
1HvsO,7k/p5rP/1p3n2/5b2/8/1KPR4/P4q2/7R w - - 10 45,7k/p5rP/1p3n2/8/6b1/1KPR4/P4q2/7R b - - 9 44,g4f5,d3d8 f6e8 d8e8 g7g8 h7g8q,advancedPawn discoveredCheck doubleCheck endgame exposedKing long mate mateIn3 promotion,702
ixmk7,8/8/8/7K/7p/5PkP/8/8 b - - 4 58,8/8/6K1/8/7p/5PkP/8/8 w - - 3 58,g6h5,g3h3 f3f4 h3g3 h5g5 h4h3 f4f5 h3h2 f5f6 h2h1q,advancedPawn crushing endgame pawnEndgame promotion veryLong,1004
AhUz5,8/8/8/p7/6KP/1k6/8/8 w - - 1 55,8/8/8/p7/6KP/k7/8/8 b - - 0 54,a3b3,h4h5 a5a4 h5h6 a4a3 h6h7 b3b2 h7h8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,652
tw6RH,3k4/3P4/2B5/6pp/P4p2/8/7n/4K3 w - - 3 47,8/3Pk3/2B5/6pp/P4p2/8/7n/4K3 b - - 2 46,e7d8,a4a5 h2g4 a5a6 g4e5 a6a7 e5c6 a7a8q,advancedPawn crushing endgame promotion quietMove veryLong,860
WrnKt,8/6p1/7k/5R1P/4K1P1/4p3/8/8 b - - 0 57,8/6p1/7k/5R1P/4r1P1/4pK2/8/8 w - - 3 57,f3e4,e3e2 f5e5 e2e1q,advancedPawn advantage endgame master promotion rookEndgame short,891
cxxQV,6r1/b6k/pppP1r1p/2P5/1P6/P3R3/4p2P/2B1R2K b - - 3 35,6r1/b6k/pppP1r1p/2P5/1P6/P3R3/4p1KP/2B1R3 w - - 2 35,g2h1,f6f1 e1f1 e2f1q,advancedPawn endgame mate mateIn2 promotion short,999
chC2X,5Q2/7p/8/8/8/1p5P/p1k3P1/K7 b - - 0 50,8/5P1p/8/8/8/1p5P/p1k3P1/K7 w - - 0 50,f7f8q,b3b2 a1a2 b2b1q a2a3 b1b3,advancedPawn endgame exposedKing long mate mateIn3 promotion queenEndgame,1098
AQaEC,8/8/8/p1p5/5KP1/2pk4/PP6/8 w - - 0 53,8/8/8/p1p5/2p2KP1/3k4/PP6/8 b - - 0 52,c4c3,b2c3 d3c3 g4g5 c5c4 g5g6 c3d2 g6g7 c4c3 g7g8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,1083
RLHrT,8/p3R2p/1p4pk/8/2P5/1N6/P3pqPP/2R4K b - - 1 37,8/pR5p/1p4pk/8/2P5/1N6/P3pqPP/2R4K w - - 0 37,b7e7,f2f1 c1f1 e2f1q,advancedPawn endgame mate mateIn2 promotion short,1197
ypja4,8/8/8/4k1p1/1P6/P1N2P1p/5K2/5b2 b - - 1 42,8/8/8/4k1p1/1P6/P1N1KP1p/8/5b2 w - - 0 42,e3f2,h3h2 f2f1 h2h1q,advancedPawn crushing endgame promotion short,1075
YSVqP,8/5pk1/P1Pp2p1/4p3/2r1P1Pp/7P/2p2PK1/R7 w - - 2 56,8/5pk1/P1Pp2p1/4p3/3rP1Pp/7P/2p2PK1/R7 b - - 1 55,d4c4,a6a7 c4c6 a7a8q,advancedPawn crushing endgame master promotion rookEndgame short,973
whuzF,8/8/8/5P2/4K1kp/8/8/8 b - - 0 46,8/8/8/8/4KPkp/8/8/8 w - - 0 46,f4f5,h4h3 f5f6 h3h2 f6f7 h2h1q,advancedPawn crushing endgame long pawnEndgame promotion,562
QqIgo,7R/8/3k4/pb2p1P1/1p6/1P1p1P2/P6P/6K1 b - - 1 41,8/8/3k4/pb2p1P1/1p5R/1P1p1P2/P6P/6K1 w - - 0 41,h4h8,d3d2 h8d8 b5d7 g1f2 d2d1q,advancedPawn crushing defensiveMove endgame long promotion,1180
GAFIU,8/8/8/p4P1p/2p1K2P/2k5/8/8 w - - 0 43,8/8/8/p4P1p/2p1K2P/2P5/1k6/8 b - - 0 42,b2c3,f5f6 c3b2 f6f7 c4c3 f7f8q,advancedPawn crushing endgame long pawnEndgame promotion,871
AQHMQ,8/p7/8/1P4R1/r1k3p1/6P1/7K/8 w - - 7 51,8/p7/8/1P4R1/r2k2p1/6P1/7K/8 b - - 6 50,d4c4,g5g4 c4b5 g4a4 b5a4 g3g4 a7a5 g4g5 a4a3 g5g6 a5a4 g6g7 a3b2 g7g8q,advancedPawn crushing endgame promotion quietMove rookEndgame veryLong,907
zDIWM,8/8/8/pp4K1/1k5P/8/8/8 w - - 0 54,8/8/p7/1p4K1/1k5P/8/8/8 b - - 0 53,a6a5,h4h5 b4a4 h5h6 b5b4 h6h7 b4b3 h7h8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,457
aWHFB,8/8/7p/5K1k/4p3/1R3pP1/7P/8 b - - 0 43,8/8/7p/5p1k/4pK2/1R3pP1/7P/8 w - - 4 43,f4f5,f3f2 b3b1 e4e3 b1f1 e3e2 f1f2 e2e1q,advancedPawn advantage endgame promotion rookEndgame veryLong,1025
wBwCE,8/1p6/2p5/5P2/pk6/4K3/8/8 w - - 0 55,8/1p6/2p5/5P2/pP6/k3K3/8/8 b - - 0 54,a3b4,f5f6 a4a3 f6f7 a3a2 f7f8q,advancedPawn crushing endgame long pawnEndgame promotion,491
ibLGh,8/1R3pP1/4k1r1/8/p3PKP1/P1r5/8/8 w - - 1 47,8/1R3pP1/4k2r/8/p3PKP1/P1r5/8/8 b - - 0 46,h6g6,b7b6 e6d7 b6g6 f7g6 g7g8q,advancedPawn crushing endgame long promotion rookEndgame,1185
Pfwy3,4r2k/4Pp1p/1p3qpQ/p2p1p2/P1rP4/8/1P3PP1/R3R1K1 w - - 1 29,6rk/4Pp1p/1p3qpQ/p2p1p2/P1rP4/8/1P3PP1/R3R1K1 b - - 0 28,g8e8,h6f8 e8f8 e7f8q,advancedPawn endgame kingsideAttack mate mateIn2 promotion short,961
anIQd,7K/3k2P1/6P1/8/7p/7P/8/q7 w - - 1 60,7K/6P1/2k3P1/8/7p/7P/8/q7 b - - 0 59,c6d7,h8h7 a1e5 g7g8q,advancedPawn crushing endgame promotion queenEndgame short,983
9tavF,8/6B1/7P/8/3r4/3k2K1/p7/8 w - - 4 54,8/6B1/7P/8/1r6/3k2K1/p7/8 b - - 3 53,b4d4,g7d4 d3d4 h6h7 d4c3 h7h8q,advancedPawn crushing endgame long promotion,875
M2cId,r6k/PR5p/7P/3n4/8/8/8/K7 w - - 3 65,r6k/PR5p/1n5P/8/8/8/8/K7 b - - 2 64,b6d5,b7b8 a8b8 a7b8q,advancedPawn endgame mate mateIn2 promotion short,1000
RJPem,8/8/3KPk2/8/7p/5p2/8/8 w - - 0 79,8/8/3KPk2/8/5p1p/8/8/8 b - - 2 78,f4f3,e6e7 f6f7 d6d7 f3f2 e7e8q,advancedPawn crushing endgame long pawnEndgame promotion,875
qf8eN,8/6p1/5pK1/1k5p/5P2/8/1B3P2/8 b - - 1 44,8/6p1/5p2/1k3K1p/5P2/8/1B3P2/8 w - - 0 44,f5g6,h5h4 f4f5 h4h3 g6g7 h3h2 b2f6 h2h1q,advancedPawn bishopEndgame crushing endgame promotion quietMove veryLong,661
zPax9,8/8/8/3k3P/3p4/3K4/1b6/8 w - - 1 53,8/8/8/3k3P/3p4/2bK4/8/8 b - - 0 52,c3b2,h5h6 b2a3 h6h7 a3e7 h7h8q,advancedPawn bishopEndgame crushing endgame long promotion,626
S6wXm,5R2/4P1p1/5nk1/7p/4p3/4P1P1/Pr4P1/5K2 w - - 4 36,5R2/4P1pk/5n2/7p/4p3/4P1P1/Pr4P1/5K2 b - - 3 35,h7g6,f8f6 g6f6 e7e8q,advancedPawn crushing endgame master promotion short,1162
wsAsq,8/8/1p6/k5K1/8/7P/8/8 w - - 2 49,8/8/1p6/1k4K1/8/7P/8/8 b - - 1 48,b5a5,h3h4 b6b5 h4h5 b5b4 h5h6 b4b3 h6h7 b3b2 h7h8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,936
77eCw,3r2k1/1p1P1pp1/1qp2p1p/7P/4RKP1/3Q1P2/6r1/3R4 w - - 9 39,3r2k1/1p1P1pp1/2p2p1p/7P/4RKP1/3Q1P2/1q4r1/3R4 b - - 8 38,b2b6,e4e8 d8e8 d7e8q,advancedPawn endgame mate mateIn2 promotion short,1025
ocVzs,8/8/7K/6pP/7k/8/8/8 w - - 1 55,8/8/7K/6pP/8/6k1/8/8 b - - 0 54,g3h4,h6g6 g5g4 h5h6 g4g3 h6h7 g3g2 h7h8q,advancedPawn crushing endgame pawnEndgame promotion veryLong,851
qkJAr,8/2r3kp/P5p1/1R3p2/4p3/4P1P1/2pb1P1P/2N3K1 w - - 10 44,8/2r3kp/P5p1/1R3p2/1b2p3/4P1P1/2p2P1P/2N3K1 b - - 9 43,b4d2,b5b7 c7b7 a6b7 d2c1 b7b8q,advancedPawn crushing endgame long promotion,1108
rncQY,6k1/8/4p3/p3Pp2/2p5/8/1Qpr2PP/2R4K b - - 3 32,6k1/8/4p3/p3Pp2/2p5/8/1Qpr2PP/6RK w - - 2 32,g1c1,d2d1 c1d1 c2d1q,advancedPawn backRankMate endgame mate mateIn2 promotion queenRookEndgame short,954
zrCNi,3r2k1/p2r1qP1/1p1Pp1n1/2p5/2P2P2/2Q3P1/PB4K1/7R w - - 2 33,3r4/p2r1qPk/1p1Pp1n1/2p5/2P2P2/2Q3P1/PB4K1/7R b - - 1 32,h7g8,h1h8 g6h8 g7h8q,advancedPawn mate mateIn2 middlegame promotion short,780
QuoY7,2r3k1/pq3p1p/2P3p1/4p3/3N1n2/7P/P4PP1/2R3K1 w - - 0 28,2r3k1/pQ2qp1p/2P3p1/4p3/3N1n2/7P/P4PP1/2R3K1 b - - 4 27,e7b7,c6b7 c8c1 g1h2 e5d4 b7b8q,advancedPawn advantage endgame long promotion,928
UhlZv,8/8/8/8/5P1p/p3K1k1/B7/8 b - - 1 59,8/8/8/8/4KP1p/p5k1/B7/8 w - - 0 59,e4e3,h4h3 f4f5 h3h2 f5f6 h2h1q,advancedPawn bishopEndgame crushing endgame long promotion,775
zWGit,8/6R1/4P3/4R3/8/3r1k2/5p2/5K2 b - - 4 52,8/6R1/4P3/8/4R3/3r1k2/5p2/5K2 w - - 3 52,e4e5,d3d1 e5e1 f2e1q,advancedPawn endgame mate mateIn2 promotion rookEndgame short,600
j9Zho,8/5pk1/pp1q4/2p1N1P1/2P1Qn2/P2p4/1P3P2/5K2 b - - 2 36,8/5pk1/pp1q4/2p3P1/2P1Qn2/P2p1N2/1P3P2/5K2 w - - 1 36,f3e5,d3d2 e4f4 d2d1q,advancedPawn crushing endgame promotion short,1100
BwtZZ,3r3k/2p4p/6pb/p7/2Q5/2P5/PP2p1PP/K3R3 b - - 0 25,3r3k/2p4p/6pb/p7/2Q5/2P5/PP2p1PP/K3r2R w - - 0 25,h1e1,d8d1 e1d1 e2d1q,advancedPawn backRankMate endgame mate mateIn2 promotion short,976
Tlb2J,8/1K1k4/P7/5n2/8/6Bp/8/8 w - - 4 51,8/1K1kn3/P7/8/8/6Bp/8/8 b - - 3 50,e7f5,a6a7 f5g3 a7a8q,advancedPawn crushing endgame promotion short,1185
JduWX,8/5K1k/4p1pp/3r3P/8/8/8/4n3 w - - 0 55,8/5Kpk/4p2p/3r3P/8/8/8/4n3 b - - 0 54,g7g6,h5g6 h7h8 g6g7 h8h7 g7g8q,advancedPawn endgame long mate mateIn3 promotion,751
kYr91,1b6/8/1PP3K1/8/8/1P5p/6k1/8 w - - 1 47,1b6/8/1PP3K1/8/8/1P5p/7k/8 b - - 0 46,h2g2,c6c7 b8c7 b6c7 h3h2 c7c8q,advancedPawn bishopEndgame crushing endgame long promotion trappedPiece,686
RDXbv,8/p7/8/1PK3p1/7k/8/7P/8 w - - 2 55,8/p7/8/1PK3p1/6k1/8/7P/8 b - - 1 54,g4h4,c5c6 h4h3 c6b7 g5g4 b7a7 h3h2 b5b6 g4g3 b6b7 h2h1 b7b8q,advancedPawn crushing endgame pawnEndgame promotion veryLong,1121
SCtPx,8/p7/8/1Q6/2pkb3/3p4/PP4P1/1K2bB2 b - - 0 33,4Q3/p7/8/1p6/2pkb3/3p4/PP4P1/1K2bB2 w - - 2 33,e8b5,d3d2 b1a1 d2d1q,advancedPawn backRankMate discoveredAttack discoveredCheck endgame mate mateIn2 promotion short,901
YPNVy,5K1k/8/1r4PP/8/8/8/8/8 w - - 0 73,5K1k/1r6/1R4PP/8/8/8/8/8 b - - 1 72,b7b6,g6g7 h8h7 g7g8q,advancedPawn crushing endgame promotion rookEndgame short,724
v32ra,4k3/p7/2R1P3/7P/4K3/2pp4/P2b4/8 b - - 1 42,4k3/p7/2R1P3/5K1P/8/2pp4/P2b4/8 w - - 0 42,f5e4,c3c2 e4d3 c2c1q c6c1 d2c1,advancedPawn crushing endgame long promotion,813
CJ3vd,5rk1/1p6/p5p1/P2P3p/2P1B3/4R1Nb/6pP/6K1 b - - 1 37,5rk1/1p6/p5p1/P2P3p/2P5/3BR1Nb/6pP/6K1 w - - 0 37,d3e4,f8f1 g3f1 g2f1q,advancedPawn endgame mate mateIn2 promotion short,608
X4PFw,r1b1k1nr/p3Pp1p/2p3p1/q7/2B2B2/8/PbP1QPPP/R4K1R w kq - 0 14,r1b1k1nr/p3Ppbp/2p3p1/q7/2B2B2/8/PPP1QPPP/R4K1R b kq - 0 13,g7b2,c4f7 e8f7 e7e8q,advancedPawn attackingF2F7 attraction crushing master middlegame promotion short,1163
Q0FbU,8/5p2/1P1p2p1/P5P1/1K1kp3/8/7P/8 b - - 0 46,8/5p2/3p2p1/PP4P1/1K1kp3/8/7P/8 w - - 1 46,b5b6,e4e3 b6b7 e3e2 b4b5 e2e1q,advancedPawn crushing endgame long pawnEndgame promotion,1007
qSSOy,8/8/8/KPp2k2/8/1P4p1/P7/8 b - - 0 48,8/8/1K6/pPp2k2/8/1P4p1/P7/8 w - - 0 48,b6a5,g3g2 b5b6 g2g1q,advancedPawn crushing endgame pawnEndgame promotion short,803
T7QJ2,8/8/2p3p1/2B5/pPkP1PK1/8/8/8 b - - 0 47,8/8/2p3p1/2B5/ppkP1PK1/P7/8/8 w - - 0 47,a3b4,a4a3 b4b5 a3a2 b5c6 a2a1q,advancedPawn bishopEndgame crushing endgame long promotion,1107
Cl8Vv,3r2k1/3P1ppp/8/8/2r1QB2/6P1/1qp1PP1P/6K1 w - - 0 31,2rr2k1/3P1ppp/8/8/2R1QB2/6P1/1qp1PP1P/6K1 b - - 0 30,c8c4,e4e8 d8e8 d7e8q,advancedPawn endgame mate mateIn2 promotion short,1078
6mSbN,8/8/4p3/P1K1Pk1p/1r3P2/8/8/8 w - - 0 45,1r6/8/4p3/P1K1Pk1p/1R3P2/8/8/8 b - - 2 44,b8b4,c5b4 h5h4 a5a6 h4h3 a6a7 h3h2 a7a8q,advancedPawn crushing endgame master promotion veryLong,966
lhHV6,8/8/6Kp/5P2/8/3pk2P/6P1/8 b - - 1 42,8/8/5K1p/5P2/8/3pk2P/6P1/8 w - - 0 42,f6g6,d3d2 f5f6 d2d1q,advancedPawn crushing endgame pawnEndgame promotion short,1163
JQOcX,1r4k1/1PR2pp1/7p/3pP1r1/4n3/1Kp5/2B5/8 w - - 2 43,1r4k1/1PR2pp1/7p/3pP3/4n1r1/1Kp5/2B5/8 b - - 1 42,g4g5,c7c8 b8c8 b7c8q,advancedPawn crushing endgame promotion short,1053
lFf95,2R5/p1P2pk1/8/3p4/P4K2/2r2N2/6p1/8 b - - 0 44,2R5/p4pk1/2P5/3p4/P4K2/2r2N2/6p1/8 w - - 0 44,c6c7,c3f3 f4f3 g2g1q c8g8 g7g8,advancedPawn advantage endgame long master promotion,1143
saCdF,4r2k/5P1P/6K1/8/6P1/8/8/8 w - - 0 67,1r2R2k/5P1P/6K1/8/6P1/8/8/8 b - - 2 66,b8e8,f7e8q,advancedPawn endgame mate mateIn1 oneMove promotion,600
8OEsn,8/8/4pkp1/R7/8/3P1n2/1p1N1P1P/3K4 b - - 3 41,8/8/4pkp1/R7/8/3P1n2/1p1N1P1P/4K3 w - - 2 41,e1d1,f3d2 d1d2 b2b1q,advancedPawn advantage endgame promotion short,1159
NcQYC,8/3R2pp/pkn5/1p6/3b4/1B6/PPP1p1PP/5R1K b - - 0 40,8/3R2pp/pkn5/1p6/3b4/1B6/PPP1p1PP/4Rr1K w - - 6 40,e1f1,e2f1q,advancedPawn endgame mate mateIn1 oneMove promotion,898
f6YiM,6B1/1b2kp1P/p3p1n1/1pp5/4n3/3p4/P7/4K1R1 w - - 0 37,6B1/1b2kp1P/p3p1n1/1pp5/3pn3/8/P7/4K1R1 b - - 2 36,d4d3,g1g6 f7g6 h7h8q,advancedPawn advantage endgame promotion short,1035
hmxxW,1R6/5p1P/1p4b1/2p5/5pk1/1P5r/P4K2/8 w - - 1 63,1R6/5p1P/1p4b1/2p2k2/5p2/1P5r/P4K2/8 b - - 0 62,f5g4,h7h8q h3h8 b8h8,advancedPawn crushing endgame promotion short,998
nlvXJ,5R2/B7/5p2/4n3/4k3/1B6/PPP2p1P/1K6 b - - 1 47,6R1/B7/5p2/4n3/4k3/1B6/PPP2p1P/1K6 w - - 0 47,g8f8,f2f1q,advancedPawn backRankMate endgame master mate mateIn1 oneMove promotion,824
fAkIv,8/8/8/P1r3p1/3K2k1/8/8/8 w - - 0 42,8/8/8/P1R3p1/3K2k1/8/8/2r5 b - - 2 41,c1c5,d4c5 g4h3 a5a6 g5g4 a6a7 g4g3 a7a8q,advancedPawn crushing endgame promotion veryLong,993
ne5CD,8/5N2/8/5P2/2pK3p/2P5/4k3/8 b - - 0 55,8/5b2/8/4NP2/2pK3p/2P5/4k3/8 w - - 0 55,e5f7,h4h3 f7e5 h3h2 f5f6 h2h1q,advancedPawn advantage endgame knightEndgame long promotion,686
w2sIc,8/8/5p2/8/PK6/8/4k3/8 w - - 1 51,8/8/5p2/8/PK6/8/5k2/8 b - - 0 50,f2e2,a4a5 f6f5 a5a6 f5f4 a6a7 f4f3 a7a8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,825
E1GSO,2r3k1/2P2pp1/4p2p/8/1pN1Q3/1q6/3RK3/q7 w - - 0 46,2r3k1/2P2pp1/4p2p/8/1pN1Q3/1q6/p2RK3/8 b - - 1 45,a2a1q,d2d8 c8d8 c7d8q,advancedPawn endgame mate mateIn2 promotion short,1131
mWVPm,8/7P/8/2p5/1pk5/2b1K3/8/1R2q3 w - - 0 63,8/7P/8/2p5/1pk5/2b1K3/4p3/1R6 b - - 3 62,e2e1q,b1e1 c3e1 h7h8q,advancedPawn advantage endgame promotion short,1000
3IWpb,2k5/2p2K2/1p2P3/8/8/p1n5/8/8 w - - 1 40,8/2pk1K2/1p2P3/8/8/p1n5/8/8 b - - 0 39,d7c8,e6e7 c8b7 e7e8q a3a2 e8e1,advancedPawn advantage endgame knightEndgame long promotion,1092
VOTfs,3q3k/6pp/p3Qp2/8/8/4nP2/P1p3PP/2R4K b - - 1 36,3q3k/6pp/p3Qp2/8/8/4nP2/P1p3PP/1R5K w - - 0 36,b1c1,d8d1 c1d1 c2d1q,advancedPawn endgame mate mateIn2 promotion short,1183
CI912,6k1/6pp/p4r2/1p6/3P4/1P1N4/1P2p1PP/4R2K b - - 0 34,6k1/6pp/p4r2/1pN5/3P4/1P1n4/1P2p1PP/4R2K w - - 2 34,c5d3,f6f1 e1f1 e2f1q,advancedPawn endgame mate mateIn2 promotion short,611
V6OdJ,8/8/5K2/1k4p1/5PP1/8/8/8 b - - 0 49,8/8/4Kp2/1k4p1/5PP1/8/8/8 w - - 0 49,e6f6,g5f4 g4g5 f4f3 g5g6 f3f2 g6g7 f2f1q,advancedPawn crushing endgame pawnEndgame promotion veryLong,508
cps1S,8/8/5k2/8/4K1p1/5p2/6p1/6R1 b - - 0 60,8/8/5k2/8/4p1p1/4Kp2/6p1/6R1 w - - 2 60,e3e4,f3f2 g1g2 f2f1q,advancedPawn crushing endgame master promotion rookEndgame short,653
upaPf,8/8/1Kp5/P7/1P4pk/8/8/8 b - - 1 50,8/8/K1p5/P7/1P4pk/8/8/8 w - - 0 50,a6b6,g4g3 b6c6 g3g2 b4b5 g2g1q,advancedPawn crushing endgame long pawnEndgame promotion,868
R24jf,8/2R2P2/8/8/8/3K4/2p2r2/2k5 w - - 2 66,8/2R2P2/8/8/8/3K4/2p5/2k2r2 b - - 1 65,f1f2,c7c2 f2c2 f7f8q,advancedPawn crushing deflection endgame promotion rookEndgame short,1036
U4S9B,5b2/5B2/4N3/5K1P/8/p7/1k6/8 b - - 1 57,5b2/5B2/8/5K1P/5N2/p7/1k6/8 w - - 0 57,f4e6,a3a2 e6f8 a2a1q,advancedPawn endgame equality promotion short,1179
0ritd,8/6p1/1K2k2p/4pp2/P7/5P2/6PP/8 b - - 1 42,8/6p1/4k2p/K3pp2/P7/5P2/6PP/8 w - - 0 42,a5b6,e5e4 f3e4 f5e4 a4a5 e4e3 a5a6 e3e2 a6a7 e2e1q,advancedPawn crushing endgame pawnEndgame promotion veryLong,983
BkM5F,5r1k/ppn2P1P/2b1p3/8/3p4/P2B2R1/2P1K2P/q7 w - - 6 34,r6k/ppn2P1P/2b1p3/8/3p4/P2B2R1/2P1K2P/q7 b - - 5 33,a8f8,g3g8 f8g8 f7g8q,advancedPawn endgame mate mateIn2 promotion short,657
hmQvX,8/7p/8/5P2/p3K3/2k5/8/8 w - - 0 39,8/7p/8/5P2/p1k1K3/2P5/8/8 b - - 0 38,c4c3,f5f6 a4a3 f6f7 a3a2 f7f8q,advancedPawn crushing endgame long pawnEndgame promotion,513
7PVBf,8/8/1p6/1Pp1k1K1/7P/6P1/8/8 b - - 6 50,8/8/1p6/1Pp1k3/6KP/6P1/8/8 w - - 5 50,g4g5,c5c4 h4h5 c4c3 h5h6 c3c2 h6h7 c2c1q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,713
umMWb,8/8/8/6P1/2pk1K2/7P/5P2/8 b - - 0 48,8/8/8/8/2pk1KP1/7P/5P2/8 w - - 0 48,g4g5,c4c3 g5g6 c3c2 g6g7 c2c1q,advancedPawn crushing endgame long pawnEndgame promotion,597
uBikE,8/3k3p/3P2p1/8/p2b1B2/3K1P2/6PP/8 b - - 1 34,8/3k3p/3P2p1/8/p2b1B2/5P2/4K1PP/8 w - - 0 34,e2d3,a4a3 d3d4 a3a2 d4e3 a2a1q,advancedPawn bishopEndgame crushing endgame long promotion sacrifice,955
dGRy9,8/8/6p1/2p1K3/1k3P1p/1P5P/6P1/8 b - - 3 46,8/8/6p1/2pK4/1k3P1p/1P5P/6P1/8 w - - 2 46,d5e5,b4b3 e5f6 c5c4 f6g6 c4c3 f4f5 c3c2 f5f6 c2c1q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,1026
H2kH4,2r3k1/2P2ppp/3Qb3/3p4/p3p3/4P3/5PPP/2q2BK1 w - - 1 28,2r3k1/2P2ppp/3Qb3/3p4/p3p3/4P3/5PPP/q4BK1 b - - 0 27,a1c1,d6d8 c8d8 c7d8q,advancedPawn backRankMate endgame mate mateIn2 promotion short,880
PdIZi,8/p5Bn/2N4P/1p3k2/1P6/P2p4/8/6K1 b - - 0 49,1N6/p5Bn/2p4P/1p3k2/1P6/P2p4/8/6K1 w - - 0 49,b8c6,d3d2 g1f2 d2d1q,advancedPawn crushing endgame promotion short,880
dMaNd,8/5p2/5Pp1/2P3P1/1K1kp3/8/1P6/8 b - - 0 60,8/5p2/5Pp1/6P1/1KPkp3/8/1P6/8 w - - 0 60,c4c5,e4e3 c5c6 e3e2 c6c7 e2e1q,advancedPawn crushing endgame long pawnEndgame promotion,981
LXZpe,8/4k3/4P2K/6pP/8/8/8/8 b - - 0 59,8/4k3/4P1Kp/6pP/8/8/8/8 w - - 7 59,g6h6,g5g4 h6g5 g4g3 g5f4 g3g2 h5h6 g2g1q,advancedPawn crushing endgame master masterVsMaster pawnEndgame promotion quietMove veryLong,719
0GGE0,5k2/R4n1P/1pr5/6K1/6P1/8/8/8 w - - 1 58,5k2/R6P/1pr5/4n1K1/6P1/8/8/8 b - - 0 57,e5f7,a7f7 f8f7 h7h8q,advancedPawn crushing endgame promotion short,1132
